instance,period,timestamp,instance_name,rules,user_count,note
akademienl.social,jan-feb2023,20250815125946,AkademieNL,"[{""id"": ""2"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, able-ism, etc."", ""hint"": """", ""translations"": {}}, {""id"": ""3"", ""text"": ""No incitement of violence, promotion of violent ideologies or violent behaviour of any manner."", ""hint"": """", ""translations"": {}}, {""id"": ""4"", ""text"": ""No doxxing, dogpiling or harassment in any form of other users."", ""hint"": """", ""translations"": {}}, {""id"": ""5"", ""text"": ""No spam, bots or advertisements. "", ""hint"": """", ""translations"": {}}, {""id"": ""6"", ""text"": ""No media and content which is sexual or violent in nature."", ""hint"": """", ""translations"": {}}, {""id"": ""7"", ""text"": ""No harmful, manipulated, or misleading information (e.g., regarding elections, public health)"", ""hint"": """", ""translations"": {}}, {""id"": ""8"", ""text"": ""In order to be able to moderate this server, posts need to either be written in Dutch or English."", ""hint"": """", ""translations"": {}}]",591,available-blue-dot
pub.osrx.social,jan-feb2023,20250420231422,Mastodon-PUB,"[{""id"": ""1"", ""text"": ""Keine Hassrede, Hetze, Rassismus oder Mobbing."", ""hint"": """"}]",2,available-blue-dot
dbg.social,jan-feb2023,20230126102859,dbg.social,"[{""id"": ""2"", ""text"": ""No content illegal in the US""}, {""id"": ""3"", ""text"": ""Treat everyone with respect""}, {""id"": ""4"", ""text"": ""No intentionally misleading information""}]",12,cdx-window
ioc.exchange,jan-feb2023,20230728161242,IOC.exchange,"[{""id"": ""1"", ""text"": ""Be Nice!""}, {""id"": ""2"", ""text"": ""Mark sensitive content with a content warning.""}, {""id"": ""3"", ""text"": ""No Spam and No Advertisement. (Promoting your own work is fine.)""}, {""id"": ""4"", ""text"": ""No Hate Speech!""}, {""id"": ""5"", ""text"": ""Reason for joining: What is your connection to the infosec/cybersecurity community?""}]",25880,available-blue-dot
hci.social,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
martianbase.net,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
pixelfed.de,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
en.osm.town,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
kolektiva.social,jan-feb2023,20221203043816,kolektiva.social,"[{""id"": ""1"", ""text"": ""No racism, misogyny, homo/transphobia, ableism or other oppressive behaviour. ""}, {""id"": ""2"", ""text"": ""No right wing bullshit and no authoritarian left wing apologetics. ""}, {""id"": ""3"", ""text"": ""No harassment.""}, {""id"": ""4"", ""text"": ""No electoral propaganda/campaigning.""}, {""id"": ""5"", ""text"": ""No misinformation or conspiracy theories.""}, {""id"": ""6"", ""text"": ""No promotion of capitalism, meritocracy or a commercial enterprise.""}, {""id"": ""7"", ""text"": ""No spam.""}, {""id"": ""8"", ""text"": ""No sexualized images without consent.""}]",27250,available-blue-dot
genomic.social,jan-feb2023,20221107235909,genomic.social,"[{""id"": ""1"", ""text"": ""Be kind to each other.""}, {""id"": ""2"", ""text"": ""No sexually explicit images or video""}, {""id"": ""3"", ""text"": ""No incitement of violence or promotion of violent ideologies""}, {""id"": ""5"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, or casteism""}, {""id"": ""7"", ""text"": ""No illegal content""}, {""id"": ""6"", ""text"": ""No harassment, dogpiling or doxxing of other users. This includes private harassment. ""}, {""id"": ""4"", ""text"": ""No intentionally false or misleading information""}, {""id"": ""8"", ""text"": ""No abuse or manipulation of the server instance""}]",1238,available-blue-dot
mailcow.social,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
ruhr.social,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
indieweb.social,jan-feb2023,20230125180521, Indieweb.Social ,"[{""id"": ""1"", ""text"": ""No spam or excessive self-promoting in posts.""}, {""id"": ""2"", ""text"": ""No bots that are not labeled as such in their profile.""}, {""id"": ""3"", ""text"": ""Keep conversations civil and respectful even in disagreement.""}, {""id"": ""4"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, anti-Semitism, or casteism""}, {""id"": ""5"", ""text"": ""No sexually explicit or violent posts or media allowed""}, {""id"": ""6"", ""text"": ""No incitement of violence or promotion of violent ideologies""}, {""id"": ""7"", ""text"": ""No illegal content.""}]",10581,cdx-window
social.data.coop,jan-feb2023,20230101091346,data.coop mastodon,"[{""id"": ""1"", ""text"": ""Do not engage in homophobic, racist, transphobic, ableist, sexist, or otherwise prejudiced behaviour.""}, {""id"": ""2"", ""text"": ""Do not harass people. Stalking, unconsented contact, or unwanted sexual attention is harassment.""}, {""id"": ""3"", ""text"": ""Aggression and elitism are not welcome — nobody should be afraid to ask questions.""}, {""id"": ""4"", ""text"": ""Data.coops Acceptable Usage Policy gælder for social.data.coop: https://git.data.coop/data.coop/dokumenter/src/branch/master/Acceptable%20Usage%20Policy.md""}]",30,cdx-window
toot.community,jan-feb2023,20221115153504,toot.community,"[{""id"": ""1"", ""text"": ""Sexually explicit or violent media must be marked as sensitive when posting.""}, {""id"": ""2"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, or casteism.""}, {""id"": ""3"", ""text"": ""No incitement of violence or promotion of violent ideologies.""}, {""id"": ""4"", ""text"": ""No harassment, dogpiling or doxxing of other users.""}, {""id"": ""5"", ""text"": ""No content illegal in The Netherlands.""}, {""id"": ""6"", ""text"": ""Do not share intentionally false or misleading information.""}, {""id"": ""7"", ""text"": ""Add a Content Warning (CW) to any toots that may hurt or trigger people like religion, gore, spoilers, or sensitive topics.""}]",17248,available-blue-dot
buttsex.restaurant,jan-feb2023,20231208045115,buttsex.restaurant,"[{""id"": ""2"", ""text"": ""do whatever you want but don't fuck up""}]",4,available-blue-dot
social.milktea.io,jan-feb2023,20240328151453,Moshitea,"[{""id"": ""2"", ""text"": ""Be kind""}, {""id"": ""4"", ""text"": ""Do not post content that is illegal""}, {""id"": ""5"", ""text"": ""Do not reupload other people’s content (eg art) without their permission""}, {""id"": ""6"", ""text"": ""Do use spoilers and content warnings as appropriate!""}]",7,available-blue-dot
furry.engineer,jan-feb2023,20230524215117,"Furry.Engineer - Duct tape, hotfixes, and poor soldering!","[{""id"": ""14"", ""text"": ""Rule #1 – No illegal content or conduct. Content or conduct that is illegal in the United States is strictly prohibited.""}, {""id"": ""15"", ""text"": ""Rule #2 – Racism, sexism, homophobia, transphobia, and other discrimination is prohibited. Users who engage in such conduct are not welcome on our platform.""}, {""id"": ""16"", ""text"": ""Rule #3 – Don’t stalk or harass other users. Respect other users of our service and other federated instances.""}, {""id"": ""17"", ""text"": ""Rule #4 – Misinformation and deceptive content is prohibited. Misinformation, scams, Ponzi schemes, and other deceptive tactics have become rampant on other platforms and we don’t want to see a resurgence of it in the Fediverse.""}, {""id"": ""18"", ""text"": ""Rule #5 – Content warnings (CW) are required for NSFW content, political discussion and debate, religious promotion and debate, and drug mentions.""}, {""id"": ""19"", ""text"": ""Rule #5.2 – Don't put polarizing, graphic, or sensitive content in the content warning (CW) description.""}, {""id"": ""20"", ""text"": ""Rule #6 – Respect the service. Spam and advertising is not acceptable, but friendly automated bots are welcome.""}, {""id"": ""21"", ""text"": ""Rule #7 – Use the report system. If a user or instance is breaking the rules, we recommend just reporting the content and not engaging.""}, {""id"": ""22"", ""text"": ""Rule #8.1 – Account / post language identification. We require that all posts are properly marked with the language used, which can be done at the account level through the account preferences page, or per-post by clicking the language button next to “CW” (Content Warning).""}, {""id"": ""23"", ""text"": ""Rule #8.2 – Misleading or deceptive impersonation. You may not impersonate an individual, group, or organization with the intent to deceive, confuse, and exploit other users. Parody accounts should tag themselves clearly in their profile description.""}, {""id"": ""24"", ""text"": ""Rule #8.3 – Bot accounts must mark themselves as a bot and must post using “Unlisted”, “Followers only”, or “Mentioned people only”, so we can keep the local and federated timelines clear and focused on users.""}, {""id"": ""25"", ""text"": ""Rule #8.4 – No brand or government-affiliated account may be registered on Pawb.Social services without prior written and publicly recorded approval, except furry fandom-operated brands and events covered by the exception in our full rules.""}, {""id"": ""26"", ""text"": ""Rule #8.5 – If you have been suspended from any Pawb.Social instance, you may not create another account on any of our services.""}, {""id"": ""27"", ""text"": ""Rule #8.6 – All avatars and header images must not contain any content that is prohibited by any other rule in the Code of Conduct, especially content that requires a Content Warning (CW).""}, {""id"": ""28"", ""text"": ""The full Code of Conduct can be found at https://docs.google.com/document/d/1jXkulJKMWEmv-cb_jaYkG2L0sTcZeHKdcqwImNkf6Ko – Some rules and wording listed here have been summarized for brevity.""}]",832,available-blue-dot
mstdn.plusminus.io,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
neovibe.app,jan-feb2023,20230711161455,NeoVibe,"[{""id"": ""1"", ""text"": ""No discrimination, including (but not limited to) racism, sexism, homophobia or transphobia.""}, {""id"": ""3"", ""text"": ""No harassment of other users on this or other servers.""}, {""id"": ""4"", ""text"": ""No incitement of violence or promotion of violent ideologies.""}, {""id"": ""5"", ""text"": ""No disinformation regarding public health issues or political/military campaigns.""}, {""id"": ""6"", ""text"": ""No spam or unverified use of copyrighted material. This includes promotional campaigns, and SEO. If you have a self-run small business, please request permission before linking to any products for sale. We would like to make sure all items being sold are legal under this instance's USA laws.""}, {""id"": ""7"", ""text"": ""No impersonation of other individuals, public figures or organisations, unless clearly marked as a parody.""}, {""id"": ""8"", ""text"": ""No explicit (NSFW) content without content warnings and/or sensitive media markers. Explicit content must not be used in user avatars or header images.""}]",390,available-blue-dot
reactions-test.mara.guru,jan-feb2023,20250421145954,Yumeka SNS Lab - Reactions,"[{""id"": ""1"", ""text"": ""본 서버는 마스토돈 이모지 리액션 기능 테스트용 서버입니다. 접속 안정성을 보장하지 않으며 데이터 역시 소실될 수 있습니다.""}, {""id"": ""2"", ""text"": ""이외 규칙은 마라탕.인생 서버 규칙을 따릅니다. https://maratang.life/about""}]",1,available-blue-dot
kinkyelephant.com,jan-feb2023,20221116052739,Mastodon,"[{""id"": ""1"", ""text"": ""Don't be a dick. Being nice to each other is the most important rule of this instance.""}, {""id"": ""2"", ""text"": ""Don't post stuff you don't have the rights to without permission. This is a creator-friendly instance.""}, {""id"": ""3"", ""text"": ""Hywel is running this instance out of his own pocket for BDSM models, producers and fans. If you don't like the way this instance is run, start your own. That's what Mastodon is for :-)""}, {""id"": ""5"", ""text"": ""If you post illegal stuff, you're out. ""}, {""id"": ""6"", ""text"": ""Please mark \""Not Safe For Work\"" (NSFW) content with the eye button for images AND the CW button for text. It is important to DO BOTH for every post so vanilla users on other instances know what they are getting.""}]",3746,available-blue-dot
na.social,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
thejoyo.com,jan-feb2023,20220106231119,TheJoYo,[],1,available-blue-dot
antisocial.existentialdread.com,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
infosec.exchange,jan-feb2023,20230702145100,Infosec Exchange,"[{""id"": ""1"", ""text"": ""Do unto others as you think they would want done to them.  ""}, {""id"": ""2"", ""text"": ""Mark sensitive content with a content warning.  ""}, {""id"": ""3"", ""text"": ""Gratuitous obscenity that serves no practical benefit to a discussion is not permitted.""}, {""id"": ""4"", ""text"": ""Illegal content such as child pornography, unsurprisingly, is not permitted""}, {""id"": ""5"", ""text"": ""Spam is not permitted, this includes creating spam accounts that only serve to provide profile links or advertise products and services. ""}, {""id"": ""6"", ""text"": ""Hate speech and abusive or threatening behavior is not permitted, specifically that which directed at any gender, nationality, religion, race, age, pizza topping preference, or sexual identity.  One can hate on systemd all day long here.""}, {""id"": ""7"", ""text"": ""Lack of a specific rule against a certain behavior does not indicate acceptance of that behavior.  Each of us has a limited amount of time in this world.  Don't be a jerk.  ""}, {""id"": ""8"", ""text"": ""Violating one or more of these rules may result in an immediate, permanent ban without notice or warning.  ""}, {""id"": ""9"", ""text"": ""You may not impersonate a person or brand without a clear indication the account is unofficial and/or a parody. Parody accounts are permitted, as are legitimate brand accounts. ""}, {""id"": ""11"", ""text"": ""No attacks against (or from) the instance.\r\n\r\nYou may not do anything which may impact confidentiality, integrity or availability of Infosec.Exchange, the users of the service or their data.\r\nFor more details see https://wiki.infosec.exchange/rules/start""}, {""id"": ""12"", ""text"": ""No doxing (aka doxxing) or disclosing personal information without consent and as a means of harassing or causing others to harass another person.""}, {""id"": ""13"", ""text"": ""No harassment in the form of continued engagement after a person has requested contact to stop""}, {""id"": ""14"", ""text"": ""Automated posting:\r\n- accounts that post >50% using automation must be labeled as a “bot” in the user profile to help provide a visual indicator to visitors\r\n- automated posts must be limited to one post per hour/24 per day with post visibility set to “public”. There is no limit on “unlisted” posts.""}]",55805,available-blue-dot
mathstodon.xyz,jan-feb2023,20221107235909,Mathstodon,"[{""id"": ""1"", ""text"": ""Don’t do anything that’s illegal in the UK or EU.""}, {""id"": ""2"", ""text"": ""Aggression and elitism are unwelcome here - it’s not a competition. Don’t assume you know better than the person you’re talking to.""}, {""id"": ""3"", ""text"": ""We want to be inclusive; do not engage in exclusionary behaviour or language against anyone based on their race, gender (binary, assigned or otherwise), disability, mental health, sexual orientation, level of education or age.""}, {""id"": ""4"", ""text"": ""Don’t make exclusionary jokes. Don’t even make them “ironically”.""}, {""id"": ""5"", ""text"": ""Don’t harass people. Unconsented contact or sexual attention can constitute harassment, even if it wasn’t intended to cause upset. Dressing or acting in a certain way is not consent.""}]",4216,available-blue-dot
toots.ravenoak.dev,jan-feb2023,20241013100330,Ravenoak's Mastodon Server,"[{""id"": ""1"", ""text"": ""Don't get banned.""}]",3,available-blue-dot
tribe.net,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
front-end.social,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
crazylab.online,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
august-don.site,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
mastodon.art,jan-feb2023,20221203213443,Mastodon.ART,"[{""id"": ""1"", ""text"": ""No posting other artist's work without credit AND analysis/opinion .""}, {""id"": ""2"", ""text"": ""Posting the same content on multiple instances in order to spam local and/or federated timelines is not permitted.""}, {""id"": ""3"", ""text"": ""Respect other users' boundaries. ""}, {""id"": ""5"", ""text"": ""Tag sensitive content such as violence/blood, NSFW content, and other potentially upsetting or triggering topics, AND hide them under a Content Warning (CW). ""}, {""id"": ""6"", ""text"": ""No trolling, microaggressions, or harassment. See the Code of Conduct for the full list.""}, {""id"": ""7"", ""text"": ""No unapproved bots, advertising, or spam (this does *not* mean your shop links and commission pages! Please share those often!).""}, {""id"": ""8"", ""text"": ""No racism, sexism, discrimination against gender and sexual minorities, ableism, fatmisia, xenophobia and/or violent nationalism, or the advocation of all of the above.""}, {""id"": ""9"", ""text"": ""No content that includes sexual depictions of minors (this includes loli), content illegal in Germany and/or France, such as holocaust denial or Nazi symbolism, conduct promoting the ideology of National Socialism.""}, {""id"": ""10"", ""text"": ""•ART has a zero-tolerance mandate for harassment or bullying — your account will be immediately suspended.""}, {""id"": ""11"", ""text"": ""Conduct intended to stalk or harass users, impede users from using the service, degrade the performance of the service, or incite others to perform any of the aforementioned actions, is disallowed. ""}, {""id"": ""13"", ""text"": ""No NFT content. None at all. There are crypto-related instances on the fediverse that would be more suitable. ""}, {""id"": ""14"", ""text"": ""AI art only allowed if tagged with #AIArt and with the conditions stipulated under the Code of Conduct""}, {""id"": ""15"", ""text"": ""No flooding the public timelines (making lots of public posts in quick succession).""}]",26562,available-blue-dot
pixel.xarxa.cloud,jan-feb2023,20210619003724,Pixelfed (pixel.xarxa.cloud),[],0,available-blue-dot
mastodon.com.pl,jan-feb2023,20250908151445,Mastodon Poland,"[{""id"": ""1"", ""text"": ""(EN): No threats, harassment, racism, homophobia, sexism, and incitement to hatred towards individuals or groups. (PL): Niedozwolone są groźby, znęcanie się, rasizm, homofobia, seksizm oraz nawoływanie do nienawiści wobec jednostek oraz grup."", ""hint"": """", ""translations"": {}}, {""id"": ""2"", ""text"": ""(EN): No illegal content e.g. child pornography, pornography, frauds, illegal services etc.\r\n(PL): Niedozwolony jest content zabroniony prawnie np. dziecięca pornografia, pornografia, oszustwa, nielegalne usługi itp."", ""hint"": """", ""translations"": {}}, {""id"": ""3"", ""text"": ""(EN): No posting malicious links.\r\n(PL): Niedozwolone jest publikowanie złośliwych linków."", ""hint"": """", ""translations"": {}}, {""id"": ""4"", ""text"": ""(EN): No hate speech.\r\n(PL): Niedozwolona jest mowa nienawiści."", ""hint"": """", ""translations"": {}}, {""id"": ""5"", ""text"": ""(EN): NSFW content should be marked with a Content Warning. \r\n(PL): Treść NSFW piowinna być oznaczona ostrzeżeniem o zawartości."", ""hint"": """", ""translations"": {}}, {""id"": ""6"", ""text"": ""(EN): No spamming or explicit advertising allowed without proper introduction and/or other activity.\r\n(PL): Niedozwolone generowanie spamu ani jawnej reklamy bez odpowiedniego wprowadzenia i/lub innej aktywności."", ""hint"": """", ""translations"": {}}, {""id"": ""7"", ""text"": ""(EN): Comments should be related to the topics appearing within the thematic threads. (PL): Wypowiedzi powinny być związane z treściami pojawiającymi się w ramach wątków tematycznych."", ""hint"": """", ""translations"": {}}, {""id"": ""8"", ""text"": ""(EN): No insults based on their gender, sexual orientation, nationality, ethnicity, race, religion, or lack thereof. (PL): Niedozwolone jest znieważanie Użytkowników z powodu ich przynależności płciowej, seksualnej, narodowej, etnicznej, rasowej, wyznaniowej, albo z powodu jej bezwyznaniowości."", ""hint"": """", ""translations"": {}}, {""id"": ""9"", ""text"": ""(EN): No chauvinistic, misogynistic nature, as well as content displaying signs of gender discrimination. (PL): Niedozwolone są treści o charakterze szowinistycznym i mizoginistycznym, jak również noszące znamiona dyskryminacji płciowej."", ""hint"": """", ""translations"": {}}, {""id"": ""10"", ""text"": ""(EN): No content violating the personal rights of any third party. (PL): Zabrania się zamieszczania treści naruszających dobra osobiste osób trzecich."", ""hint"": """", ""translations"": {}}, {""id"": ""11"", ""text"": ""(EN): No content inciting dangerous behavior or praising such behaviord. (PL): Niedozwolone są treści nawołujące do zachowań niebezpiecznych, lub pochwalają takie zachowania."", ""hint"": """", ""translations"": {}}, {""id"": ""12"", ""text"": ""(EN): Upon creating an account, it is required to introduce oneself using the hashtag #introduction in one's post. (PL): Po utworzeniu konta, wymagane jest przedstawienie się z wykorzystaniem hasztagu #introduction w swoim toot'cie."", ""hint"": """", ""translations"": {}}]",1377,available-blue-dot
precure.ml,jan-feb2023,20230718003129,キュアスタ！,"[{""id"": ""1"", ""text"": ""プリキュアシリーズへの愛があることは、参加のそもそもの前提とさせて頂きます。""}, {""id"": ""2"", ""text"": ""ネタバレを含む投稿にはCW機能の使用をお願いします。その際、注釈（タイトル）は必ず、ネタバレを含むという意図がわかるものにしてください。""}, {""id"": ""3"", ""text"": ""規約にもある通り、投稿の著作権は本人にあります。当然ながら、不適切な投稿の責任も本人が持つものとします。""}, {""id"": ""4"", ""text"": ""いかなる理由があっても、東映公式やおもちゃ業界等の守秘事項の投稿はしないでください。（なお、商標の出願公開は守秘事項に含みません）""}, {""id"": ""6"", ""text"": ""大事なお知らせを伝えることがある「お知らせボット」へのフォローを外すことは出来ません。外しても、数分後にフォローが復活します。""}]",351,available-blue-dot
mamot.fr,jan-feb2023,20230722180134,La Quadrature du Net - Mastodon - Media Fédéré,"[{""id"": ""1"", ""text"": ""Conformément aux lois françaises et à la jurisprudence, les contenus pédopornographiques, y compris sous forme dessinée, sont illégaux et seront supprimés, et les comptes concernés bloqués (si distants) ou supprimés (si local).""}, {""id"": ""2"", ""text"": ""Les contenus pornographiques ou visiblement violents doivent être marqués avec le drapeau \""sensible / sensitive\"". Les comptes ne respectant pas cette règle seront rendus invisibles aux flux locaux et fédérés. ""}, {""id"": ""3"", ""text"": ""La publicité, sous forme répétée et/ou intrusive (faisant mention d'autres utilisateur·ices), n'est pas acceptée. Les comptes concernés seront rendus invisibles aux flux locaux et fédérés, ou supprimés, selon la gravité de la situation. ""}, {""id"": ""4"", ""text"": ""Approchez les personnes avec précaution et politesse. Si une personne vous demande d'arrêter de la mentionner ou qu'elle exprime ne plus vouloir participer à une discussion, arrêtez immédiatement. ""}, {""id"": ""5"", ""text"": ""Sont interdits les propos, images ou vidéos racistes, sexistes, homophobes ou transphobes.""}, {""id"": ""6"", ""text"": ""Sont interdits les avances ou propositions à caractères sexuels non-sollicitées.""}, {""id"": ""7"", ""text"": ""Sont interdit toute conduite, en public ou en privé, ayant pour but de traquer, harceler ou intimider d'autres personnes.""}, {""id"": ""8"", ""text"": ""Il est interdit de rassembler, publier, disséminer les informations personnelles d'une autre personne sans son autorisation explicite.""}, {""id"": ""9"", ""text"": ""Il est interdit de poursuivre une conversation ou inciter une personne à poursuivre une interaction avec une personne ayant réclamé la cessation de ladite interaction peut être considéré comme du harcèlement, indépendamment de la confidentialité employée.""}, {""id"": ""10"", ""text"": ""Est interdit toute tentative de retournement d’une oppression systémique. Par exemple : « racisme anti-blanc », « sexisme anti-homme », « hétérophobie », « cisphobie ».""}, {""id"": ""11"", ""text"": ""Il est interdit publier ou diffuser intentionnellement des propos diffamatoires, calomnieux. Cela concerne aussi toute désinformation avec intention de tromper (le gorafi ou the onion sont donc autorisés).""}]",38429,available-blue-dot
friendzone.social,jan-feb2023,20221031185100,Mastodon,[],2,available-blue-dot
social.krebsco.de,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
aus.social,jan-feb2023,20230126045755,Aus.Social,"[{""id"": ""9"", ""text"": ""Do not break the Code of Conduct.""}, {""id"": ""10"", ""text"": ""Do not break the law (Australian).""}, {""id"": ""11"", ""text"": ""Do not open a Business/Professional/Brand account (Art, Music or homemade stuff is fine).""}, {""id"": ""12"", ""text"": ""Do not create accounts for Impersonation (individuals, groups, or organisations)""}]",23597,cdx-window
syringa.social,jan-feb2023,20240106094805,Syringa.Social,"[{""id"": ""1"", ""text"": ""Be Kind""}, {""id"": ""7"", ""text"": ""Sexually explicit or violent media must be marked as sensitive when posting.""}, {""id"": ""9"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, casteism or fascism. ""}, {""id"": ""10"", ""text"": ""No incitement of violence or promotion of violent ideologies.""}, {""id"": ""11"", ""text"": ""No harassment, dogpiling or doxxing of other users.""}, {""id"": ""12"", ""text"": ""No illegal content.""}, {""id"": ""14"", ""text"": ""This site is directed to people over 13 years old,  as required by COPPA. ""}, {""id"": ""15"", ""text"": ""Running this server is a labor of love, don't make me not love this. ""}]",122,available-blue-dot
fivem.social,jan-feb2023,20250720132617,FiveM SociaL,"[{""id"": ""6"", ""text"": ""Before posting, make sure that both your server and you are in compliance with the CFX, FiveM, and Rockstar TOS (Terms of Service)."", ""hint"": """", ""translations"": {}}, {""id"": ""7"", ""text"": ""Please ensure you use the correct handle when creating your FiveM.Social account. We are unable to manually change handles, so it is important that your handle reflects your desired username when setting up your account. Any changes after creation will require creating a new account."", ""hint"": ""To avoid issues, double-check your handle before finalizing your account creation. This will help prevent the need for account deletions or the creation of a new account. If you need any assistance, feel free to reach out, but please note that handle changes are not supported once the account is created."", ""translations"": {}}, {""id"": ""8"", ""text"": ""Respect All Members"", ""hint"": ""Treat all members with respect. Harassment, hate speech, or discriminatory behavior will not be tolerated."", ""translations"": {}}, {""id"": ""9"", ""text"": ""Appropriate Content Only"", ""hint"": ""Ensure all content shared is appropriate for all audiences. Explicit or NSFW content is not allowed."", ""translations"": {}}, {""id"": ""10"", ""text"": ""Account Security"", ""hint"": ""Do not share your account credentials or other personal information in public channels. Protect your privacy."", ""translations"": {}}, {""id"": ""11"", ""text"": ""Faster Account Approval"", ""hint"": ""If you would like your account to be approved faster, you can join our Discord server and use our Discord bot for quicker approval processing. This will help speed up the verification and approval process."", ""translations"": {}}]",4339,available-blue-dot
augsburg.social,jan-feb2023,20211127121439,Mastodon - Augsburg.social,[],12,available-blue-dot
sakurajima.moe,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
sigmoid.social,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
mstdn.business,jan-feb2023,20250425055801,Mastodon For Business,"[{""id"": ""2"", ""text"": ""No NSFW or illegal content.""}, {""id"": ""3"", ""text"": ""No racism, sexism, homophobia, transphobia, or xenophobia.""}, {""id"": ""4"", ""text"": ""Do not share intentionally false or misleading information.""}, {""id"": ""5"", ""text"": ""No spam or excessive promotion.""}, {""id"": ""6"", ""text"": ""Brands are welcome. For personal accounts use your real name.""}]",27308,available-blue-dot
fedibird.com,jan-feb2023,20221020153223,Fedibird,"[{""id"": ""2"", ""text"": ""日本の法律と社会規範に従った行動を心がけてください""}, {""id"": ""3"", ""text"": ""不快や脅威に対してはブロック・ミュート・フィルターで距離をとってください""}, {""id"": ""1"", ""text"": ""投稿する際は、適切な公開範囲・CW・閲覧注意を使用してください""}]",4100,available-blue-dot
pixelfed.social,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
hcommons.social,jan-feb2023,20221208170822,hcommons.social,"[{""id"": ""6"", ""text"": ""No racism, sexism / misogyny, ableism, anti-semitism / religious-based hate, homophobia, transphobia, xenophobia, or casteism.""}, {""id"": ""7"", ""text"": ""No incitement of violence or promotion of violent, white supremecist, incel, Holocaust denial or Nazi ideologies.""}, {""id"": ""8"", ""text"": ""No harassment, dogpiling, or doxxing of other users.""}, {""id"": ""9"", ""text"": ""Sexually explicit or violent media must be marked as sensitive. Pornographic material may not be posted.""}, {""id"": ""10"", ""text"": ""No intentionally false or misleading information (this includes COVID-19 and vaccine misinformation).""}, {""id"": ""11"", ""text"": ""No spam.""}]",964,available-blue-dot
h4.io,jan-feb2023,20230114171914,h4.io,"[{""id"": ""11"", ""text"": ""Soyez respectueux, civils et accueillants.""}, {""id"": ""12"", ""text"": ""Votre contenu doit être en français pour préserver une cohérence des fils et faciliter la modération.""}, {""id"": ""13"", ""text"": ""Nous n'autorisons pas le cross-postage (se référer à la page \""À propos\"" pour plus d'explication).""}, {""id"": ""14"", ""text"": ""Ne rejoignez pas h4 simplement pour promouvoir un contenu en le spammant.""}, {""id"": ""15"", ""text"": ""La désinformation vérifiable est proscrite.""}, {""id"": ""16"", ""text"": ""Les propos illégaux (racistes, homophobes, transphobes, sexistes) sont proscrits.""}, {""id"": ""17"", ""text"": ""Les propos discriminants, incitants à la violence ou contribuant au harcèlement sont proscrits.""}, {""id"": ""18"", ""text"": ""Les tentatives de retournement d'oppressions systémiques (\""racisme anti-blanc, sexisme anti-homme, hétérophobie, cisphobie, etc) sont proscrites.""}, {""id"": ""19"", ""text"": ""Les contenus répréhensibles par la loi française sont proscrits.""}, {""id"": ""20"", ""text"": ""Les contenus pornographiques ne sont pas autorisés sur la plateforme puisque nous n'avons pas la capacité d'en assurer la provenance éthique et légale.""}, {""id"": ""21"", ""text"": ""Les contenus érotiques (ou explicites et personnel) sont autorisés mais doivent avoir un avertissement de contenu pour ne pas les imposer à la communauté.""}]",7313,cdx-window
corteximplant.com,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
m.cmx.im,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
mastodon.online,jan-feb2023,20230210055049,Mastodon,"[{""id"": ""1"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, or casteism""}, {""id"": ""6"", ""text"": ""Sexually explicit or violent media must be marked as sensitive when posting""}, {""id"": ""7"", ""text"": ""No incitement of violence or promotion of violent ideologies""}, {""id"": ""8"", ""text"": ""No harassment, dogpiling or doxxing of other users""}, {""id"": ""10"", ""text"": ""Do not share false or misleading information that may lead to physical harm""}]",166948,cdx-window
mastodon.economiasocial.org,jan-feb2023,20221031173035,Mastodon,[],4,available-blue-dot
