,id,content,created_at,mentions,tags,favourites_count,replies_count
7,111217332243928815,"<a class=""hashtag"" href=""https://milker.cafe/tag/italianwaifu"" rel=""nofollow noopener noreferrer"" target=""_blank"">#ItalianWaifu</a>",2023-10-11 16:30:08.094000+00:00,[],"[{'name': 'italianwaifu', 'url': 'https://mastodon.social/tags/italianwaifu'}]",0,0
27,111217332471648881,"<p>the pain of looking a dessert buffet, full of the most delicious sugary treats, and having to slowly crawl towards the diet jello<br>(and then a little bit of the sugary stuff, but just a little)</p>",2023-10-11 16:30:11+00:00,[],[],0,0
