,Instance Id,Instance Name,Is Dead,User Count,instance_group,rule count
22,637b252fad72ace2dcf17306,fedi.xirion.net,FALSE,7,6 to 15,0
23,637b4567d865da863648feb5,bolha.one,FALSE,64,51 to 150,12
24,637b2f98d94dca7f11e7b4a6,social.ivor.org,FALSE,2,1 to 5,1
25,63d65a043e39f08c424785cf,social.semiotic.systems,FALSE,1,1 to 5,0
26,6545fa31f5ff90ebf7b9ef99,labyrinth.zone,FALSE,169,151 to 500,18
27,6368f15780bb3f03b435a30f,tty0.social,FALSE,123,51 to 150,3
28,6618a187867c02dc30a7d7d2,mastodon.thin.computer,FALSE,1,1 to 5,1
29,63d22109461459f806ae17a5,thewizardingworld.com,FALSE,95,51 to 150,10
30,63cb5e8abdcaf208a6821921,breloma.m0xee.net,FALSE,3,1 to 5,0
31,652623e0163de2dfab8f6a33,social.xiven.com,FALSE,1,1 to 5,2
32,637b2438ad72ace2dcf16e52,social.youarewrong.org,FALSE,4,1 to 5,0
33,591a60ecc426a169795afd2b,natudon-fishing.net,FALSE,254,151 to 500,18
34,637b2e23d94dca7f11e7aead,ciberlandia.pt,FALSE,382,151 to 500,10
35,639d19873994307cf4d511e6,dmb.bfan.cc,FALSE,1,1 to 5,0
36,637b3080d94dca7f11e7b836,mountaincommunity.co,FALSE,7,6 to 15,18
37,644894e9e454b257ac44834d,mastodon.eenoog.org,FALSE,4,1 to 5,0
38,6410e674d74133fe8d0e4ef5,toot.sosh.co.uk,FALSE,2,1 to 5,0
39,64d6258bc8eed34051ccc65c,me.pptry.info,FALSE,4,1 to 5,4
40,638ae76eebdd191f2b6fd7de,social.bacardi55.io,FALSE,8,6 to 15,2
41,64b278ce564f6344cf659e08,wearman.cyberwa.re,FALSE,1,1 to 5,18
42,661c900274343bff7c3ca6ba,occm.online,FALSE,58,51 to 150,0
43,637b3226d94dca7f11e7bec7,ak.uwu.is,FALSE,1,1 to 5,18
44,6543d10349456294184b3a8f,sloths.chat,FALSE,2,1 to 5,0
45,63a2928cf54a89f79703332e,mastodon.horvath.com,FALSE,1,1 to 5,3
46,637b2f02d94dca7f11e7b22b,social.earth.li,FALSE,10,6 to 15,18
47,63e72b67bc0b680d41392e63,pixelfed.babyl.ca,FALSE,2,1 to 5,0
48,637b1d67baf9cf97b71f341a,myfriendsare.gay,FALSE,21,16 to 50,18
49,6417d17f94114bb744665d14,toot.root.se,FALSE,1,1 to 5,0
50,6502036d35cd5418686831cb,owncast.codingneko.com,FALSE,1,1 to 5,18
51,637b21b9ad72ace2dcf16435,mastodon.mariobreskic.de,FALSE,1,1 to 5,0
52,6639114344c6541aab14536f,mastodon.mtrnord.blog,FALSE,1,1 to 5,0
53,642e7178dee0d77e0d3c1c8f,social.maurizi.org,FALSE,2,1 to 5,0
54,637b3488d94dca7f11e7c81f,echoes.stolen.day,FALSE,3,1 to 5,3
55,63d38b58eaef862caa220352,mysticaccess.online,FALSE,2,1 to 5,0
56,637b36d4d94dca7f11e7d218,procydon.net,FALSE,3,1 to 5,3
57,64a1841b74bede815b9cd9dd,paopu.social,FALSE,4,1 to 5,6
58,64ba135977c1a88359b256e4,craigmurdo.co.uk,FALSE,1,1 to 5,0
59,58ecb3eb4d28e55c523e8050,mastodon.acc.umu.se,FALSE,26,16 to 50,0
60,5a698d4063008a32652affdb,serval.club,FALSE,2,1 to 5,18
61,63fccb8bacf728e12c638c9f,paperjale.eus,FALSE,629,501 to 1500,18
62,63bf481359a306c3527fc903,thegoatery.dyndns.org,FALSE,6,6 to 15,0
63,63dbd5fe55fa6a5246d30412,anus-jokes.social,FALSE,3,1 to 5,0
64,64b5a85080537dca020bec96,officiell-info.se,FALSE,36,16 to 50,0
65,65a1f26372aba03a130613f6,social.kapellen.onl,FALSE,2,1 to 5,5
66,65e5a1b8891f615675ff8a51,goyim.social,FALSE,8,6 to 15,0
67,637b368cd94dca7f11e7d0e8,mastodon.gizm0.dev,FALSE,2,1 to 5,0
68,637b31c6d94dca7f11e7bd5e,anticapitalistcatgirl.club,FALSE,11,6 to 15,3
69,64d8d69d377f21b10887c06b,miantiao.me,FALSE,1,1 to 5,0
70,66183604a7c04cb4dcdff6e3,juhl-johansen.eu,FALSE,1,1 to 5,0
71,637b351cd94dca7f11e7cae8,mastodon.cogindo.net,FALSE,1,1 to 5,5
72,6398f47c0a780ce80a1f1e0a,games.ghoti.me,FALSE,1,1 to 5,18
73,637b2d53d94dca7f11e7ab98,tailored.social,FALSE,3,1 to 5,6
74,5c46d90a049d8c7e85db33b8,social.photo,FALSE,474,151 to 500,5
75,65dc686539344eaf1bfdfce9,friendhole.social,FALSE,2,1 to 5,0
76,637b2c04d94dca7f11e7a61b,social.skrep.in,FALSE,1,1 to 5,18
77,63a51455423f7223b3d99429,social.gaven.me,FALSE,1,1 to 5,1
78,64a53d12375a7b1a549143a3,mstdn.gingarenpo.com,FALSE,14,6 to 15,3
79,6628475665af46561ee39b18,pixelfed.snowhouse.noho.st,FALSE,10,6 to 15,1
80,6634d7a505ffc8e2e7361d3d,social.agor.ist,FALSE,1,1 to 5,2
81,637b36c8d94dca7f11e7d1eb,mastodon.rfc1925.org,FALSE,2,1 to 5,1
